Number Name Size Length Width Height OriginalFrameCount SettingFrameCount OriginalFrameRate SettingFrameRate Time
2948 7a2a648d-83ca-44c0-a0a7-75389810e82f.mp4 183953259 807.87 2560 1920 24236 807 30.0 1.0 0.45
2949 038239a7-36ad-4296-af31-fd17a54b2395.mp4 4834345722 1063.13 2560 1920 31893 1063 30.0 1.0 0.49
2950 f8470cb5-47b1-4c40-8f12-eb7d87674769.mp4 67858220 290.07 2560 1920 8702 290 30.0 1.0 0.42
2951 ab2e1e0e-a24c-4320-9479-646b0b46365e.mp4 19801721 99.57 1440 1080 2987 99 30.0 1.0 0.25
2952 a898a794-b5c9-4e8c-ae7c-06df839b6012.mp4 199440687 443.93 1920 1080 13317 443 30.0 1.0 0.55
2953 02ebde25-d384-42e3-aecf-7672d79f3fd7.mp4 56500386 75.8 1440 1080 2274 75 30.0 1.0 0.51
2954 8cb5d092-909c-40e6-ac14-074eeb059a73.mp4 144352257 235.4 1920 1440 7062 235 30.0 1.0 0.36
2955 17310b46-54f8-4400-8a84-dd8a3943c410.mp4 15569659 283.73 1440 1080 8511 283 30.0 1.0 0.50
2956 73e1ce92-a414-4455-ae58-26d776953ebf.mp4 380286742 873.43 1920 1080 26202 873 30.0 1.0 0.31
2957 dc382b28-2f31-4276-b972-0b7dea9ebaad.mp4 30939053 131.03 1440 1080 3930 131 30.0 1.0 0.29
2958 48acd7ed-cafc-494b-9e47-8dddcdf0fa75.mp4 573501726 996.3 1920 1080 29889 996 30.0 1.0 0.58
2959 56428178-5d81-4089-b4f4-29b88e3cdfb6.mp4 622502651 1066.77 2560 1920 32003 1066 30.0 1.0 0.41
2960 752f878b-fc6b-4eb0-9272-ea95a9e30a49.mp4 269607236 591.67 2560 1920 17750 591 30.0 1.0 0.41
2961 acf1d4b3-7bee-482c-8cbf-5151e5387cec.mp4 1278264521 3709.19 1920 1080 111275 3709 30.0 1.0 0.70
2962 bfbb0a28-756c-441b-a0a0-de04288fae47.mp4 195690799 708.03 1920 1440 21240 708 30.0 1.0 0.56
2963 2a3d3e96-6139-4d9d-a4c8-2ecb0aef72ea.mp4 548807122 1445.44 1920 1080 43363 1445 30.0 1.0 0.66
2964 65899145-454e-4fc4-b72f-cc7e4504c9c7.mp4 320108384 900.77 1920 1440 27023 900 30.0 1.0 0.62
2965 0fcee1a2-c862-4a75-bf79-f103b024d0f5.mp4 764475727 1016.3 1920 1440 30489 1016 30.0 1.0 0.41
2966 620d3087-c6fb-4b08-bb6a-4dc4ede3b994.mp4 571207269 3123.41 1440 1080 93702 3123 30.0 1.0 0.66
2967 542185b6-ee45-42dc-ad3b-483756df21de.mp4 850232769 1949.17 1920 1080 58475 1949 30.0 1.0 0.82
2968 2dec618c-137e-47d5-9f0b-f927a407eabb.mp4 32011662 381.87 1440 1080 11456 381 30.0 1.0 0.28
2969 eab3bfc0-d611-4a40-89b4-7f9747b55e6a.mp4 257705874 2109.05 1440 1080 63271 2109 30.0 1.0 0.57
2970 c939aae4-e7c8-453c-8671-40573db0c656.mp4 703591841 3174.22 1440 1080 95226 3174 30.0 1.0 0.67
2971 a5fd9418-5d08-4058-9363-3aaecccac219.mp4 407267803 2550.95 1920 1080 76528 2550 30.0 1.0 0.60
2972 84020280-95d3-47c3-9716-647c25a9cb3c.mp4 336280711 474.65 1920 1440 14239 474 30.0 1.0 0.61
2973 7397c059-6e20-4dfa-9467-c6efc50c8f0f.mp4 1276914866 501.1 2560 1920 15033 501 30.0 1.0 0.47
2974 fc34508d-f89f-40f8-bf8e-c4d08bbbbeaf.mp4 1675489336 1534.63 1920 1440 46038 1534 30.0 1.0 0.47
2975 370deca1-0a54-4512-b3ee-b689ccfd7930.mp4 898544167 2708.87 1920 1440 81266 2708 30.0 1.0 0.37
2976 c50cefdc-9922-481d-8da6-ec801963da4f.mp4 111986800 456.45 1920 1080 13693 456 30.0 1.0 0.62
2977 b4102985-f089-434d-92fb-076602050084.mp4 143724786 200.43 2560 1920 6012 200 30.0 1.0 0.46
2978 94e3b47f-2beb-41e9-b67d-0b27af256ded.mp4 520046599 1603.63 1920 1080 48108 1603 30.0 1.0 0.68
2979 4fc422f7-d6e1-454b-b11c-f6c2a4b9fbcb.mp4 234007699 1005.41 1920 1440 30162 1005 30.0 1.0 0.63
2980 21438820-16d7-4fcd-b0d0-5def201fc65e.mp4 499590203 1346.86 1920 1080 40405 1346 30.0 1.0 0.60
2981 23a1b043-771f-4769-916a-34163f2ea2ef.mp4 542880407 553.93 1440 1080 16617 553 30.0 1.0 0.71
2982 3892ef7f-ec76-459c-9db5-32051ea2c7bc.mp4 77139875 749.63 1440 1080 22488 749 30.0 1.0 0.54
2983 eaac93da-6826-495e-a5c0-eb3a761b3ff1.mp4 1279816539 3473.43 1920 1080 104202 3473 30.0 1.0 0.73
2984 162c1bc4-89df-4475-a549-3faa7ef27c1e.mp4 498433024 2658.0 1440 1080 79740 2658 30.0 1.0 0.67
2985 68205f0f-9b30-4d81-986d-f8816e70bddd.mp4 239377402 709.86 1920 1440 21295 709 30.0 1.0 0.59
2986 438d4a92-1965-4854-969d-cf84f0eff028.mp4 2117324202 3351.83 1440 1080 100554 3351 30.0 1.0 0.34
2987 ef10ced3-8426-4757-bfde-de9eb9c6376f.mp4 279698209 446.8 2560 1920 13404 446 30.0 1.0 0.42
2988 3a3fb2eb-daa2-43ea-aa7f-d9ee6a4e32d3.mp4 514103509 1386.97 1920 1080 41609 1386 30.0 1.0 0.66
2989 af400f98-3c57-46ad-acac-eaca6f940180.mp4 614971747 3607.4 1440 1080 108222 3607 30.0 1.0 0.63
2990 4258e010-c431-4598-9de7-9b366533365d.mp4 894712491 1370.73 1920 1080 41121 1370 30.0 1.0 0.65
2991 58ef0e9b-db96-45fe-a44f-7602785f5fbc.mp4 497511050 1500.36 1920 1080 45010 1500 30.0 1.0 0.62
2992 2e1b67ea-b5c7-4927-952f-872d088a9c3c.mp4 271605922 531.57 2560 1920 15947 531 30.0 1.0 0.46
2993 fa832aed-1016-467a-93ef-bacf176178f1.mp4 686352891 1279.11 1920 1440 38373 1279 30.0 1.0 1.09
2994 a234baa3-7fc9-4dcf-9f2f-5f0b267a7995.mp4 23164118 120.7 1440 1080 3621 120 30.0 1.0 0.51
2995 36061570-8403-4cc1-8ea0-1de39853d47b.mp4 185873726 708.03 1920 1440 21240 708 30.0 1.0 0.61
2996 cd863707-c024-4386-8c55-88e66608a52c.mp4 251115143 1651.9 1440 1080 49557 1651 30.0 1.0 0.53
2997 01cab463-9a16-4817-84a4-a00ef5b7bf39.mp4 52475783 301.3 1440 1080 9039 301 30.0 1.0 0.52
2998 67b0a62c-5676-4b57-8eff-2cd3ac8ea7ac.mp4 144692489 592.2 1440 1080 17766 592 30.0 1.0 0.27
2999 b7e8606a-5b79-4452-8052-4f135ac5fe26.mp4 159797902 1255.47 1440 1080 37664 1255 30.0 1.0 0.31
3000 cfa595aa-c467-48fe-a86b-2e9b1a63ccab.mp4 601033610 2829.41 1440 1080 84882 2829 30.0 1.0 0.60
3001 a10a787e-7726-47df-be75-4bff51c6fae4.mp4 68061008 147.07 1920 1440 4412 147 30.0 1.0 0.36
3002 c467e269-39d7-4f02-b4f6-838af92b70e7.mp4 86746877 353.87 1440 1080 10616 353 30.0 1.0 0.58
3003 2dea6beb-53b7-4c04-9b2c-674f164f41bb.mp4 693423772 1099.97 2560 1920 32999 1099 30.0 1.0 0.47
3004 a2e09e3a-7cad-4eeb-9a66-530ccad42601.mp4 559973585 3499.33 1440 1080 104979 3499 30.0 1.0 0.67
3005 d651a4c5-b3ef-4f9a-b69c-5e9baebae9ad.mp4 893786730 1440.2 1920 1080 43206 1440 30.0 1.0 0.31
3006 0475a0b9-9445-4083-8c6a-42f0171ff3e4.mp4 1458417605 3540.29 1920 1080 106208 3540 30.0 1.0 0.71
3007 bebb7bf2-dfb6-48b4-aaed-9802c328cd5f.mp4 135017302 473.37 1920 1440 14201 473 30.0 1.0 0.36
3008 cf8b22a5-f216-453b-b55e-821f63fd902c.mp4 755807119 3879.13 1920 1080 116373 3879 30.0 1.0 0.71
3009 ca420a87-f940-4bbf-89da-c0d606acda08.mp4 14883957 205.1 1440 1080 6153 205 30.0 1.0 0.48
3010 f9e79614-ecd5-4ab4-9966-a0824ededee8.mp4 5642158 79.1 1440 1080 2373 79 30.0 1.0 0.49
3011 7f334458-5c4c-4223-b04d-80616499adbb.mp4 82763202 166.7 1440 1080 5001 166 30.0 1.0 0.55
3012 ca91c48b-5354-46c1-b001-59abdfeb0279.mp4 272684426 708.01 1920 1440 21240 708 30.0 1.0 0.70
3013 ec93a9e4-6751-462f-8343-af260918db16.mp4 219073153 1266.84 1920 1080 38005 1266 30.0 1.0 0.66
3014 f66f3e1e-de66-45a2-b33c-b11eed3d9c48.mp4 94107193 214.32999999999998 1920 1080 6429 214 30.0 1.0 0.31
3015 824d2939-835f-43b0-bd0a-7c83bbee035e.mp4 423950974 439.17 1920 1440 13175 439 30.0 1.0 0.33
3016 bd72b749-f5dd-402c-bfb6-95334ac34aa7.mp4 132794804 596.48 1920 1080 17894 596 30.0 1.0 0.57
3017 c0b5fd60-732b-4f5b-977b-6452a589974d.mp4 658449335 2175.13 1920 1080 65253 2175 30.0 1.0 0.63
3018 a11c2362-32c7-4eab-af43-1a4469880c8b.mp4 1464446815 2661.86 1920 1440 79855 2661 30.0 1.0 1.10
3019 f77f437c-4e60-43ef-a5e1-ce3881409455.mp4 642905602 1785.28 1920 1080 53558 1785 30.0 1.0 0.69
3020 ab22264a-91ce-4c3f-96b0-e6405a46f92f.mp4 682272719 1446.98 1920 1440 43409 1446 30.0 1.0 0.62
3021 18252331-bfa6-4f4d-b52f-12e8dd110bfb.mp4 1437053613 341.57 2560 1920 10247 341 30.0 1.0 0.56
3022 1f340afb-8f67-4969-8465-ec5a03d90ecf.mp4 923916402 5290.36 1440 1080 158710 5290 30.0 1.0 0.75
3023 b1b0ee1c-3b95-4ba7-847b-57f74fca37f9.mp4 236791242 109.77000000000001 2560 1920 3293 109 30.0 1.0 0.56
3024 20e6db66-454a-45d1-a88b-46435afd0061.mp4 44261547 218.9 2560 1920 6567 218 30.0 1.0 0.44
3025 ca7af97f-f795-4b51-95c1-95f07a2d71d5.mp4 96686466 594.3 1440 1080 17829 594 30.0 1.0 0.53
3026 af862b37-12f1-4b55-a1ca-1c162c4f98a0.mp4 2277349736 3698.67 1920 1080 110960 3698 30.0 1.0 0.35
3027 eb6422b1-c6da-4aff-bc62-189131fa8a96.mp4 349833629 708.03 1920 1440 21240 708 30.0 1.0 0.66
3028 49266876-8d00-4600-a909-0679ca0c8f64.mp4 308213826 1139.05 1440 1080 34171 1139 30.0 1.0 0.64
3029 fdfa65a5-9d90-4d27-8667-cd2c511614e3.mp4 465002019 590.73 1920 1080 17721 590 30.0 1.0 0.61
3030 434a5651-9901-4b32-b782-d9a2bb52e805.mp4 2753311512 3482.83 1440 1080 104484 3482 30.0 1.0 0.66
3031 4e7157f3-b0d2-41f1-908a-1354b6fb4083.mp4 557954757 218.1 1440 2880 6543 218 30.0 1.0 0.53
3032 31a3f461-4029-4171-870e-0c5c16ed0a2c.mp4 688531078 1608.8 1920 1080 48264 1608 30.0 1.0 0.65
3033 ccbc0c8d-f31e-46ca-af7b-872c35550457.mp4 262871794 1477.37 1440 1080 44321 1477 30.0 1.0 0.31
3034 93e9de90-1d0c-41c6-97d2-7061022752b0.mp4 157927495 336.5 2560 1920 10095 336 30.0 1.0 0.46
3035 6c27a2fc-51b3-4502-85b5-d3c411b17965.mp4 3893888234 1501.0 1440 2880 45030 1501 30.0 1.0 0.49
3036 b3378fb1-a489-4549-bcd1-56db9f35ef1f.mp4 97783073 393.07 1440 1080 11792 393 30.0 1.0 0.61
3037 254029e5-fed4-40a7-bef1-12b9faff3202.mp4 665714265 1946.27 1440 1080 58388 1946 30.0 1.0 0.31
3038 2d195236-2830-49d5-afc0-3dec8b61d15b.mp4 171251728 1229.23 1440 1080 36876 1229 30.0 1.0 0.59
3039 13c53bf9-7737-4ced-a33c-07c9e70425b5.mp4 1762585517 4208.9 1920 1080 126266 4208 30.0 1.0 0.70
3040 d4c28488-a494-405d-bc8d-27a074aa9c5c.mp4 122753930 1290.7 1440 1080 38721 1290 30.0 1.0 0.60
3041 39fca0da-981a-43b8-a4d7-2c1dc8bfcd11.mp4 122615501 148.13 2560 1920 4443 148 30.0 1.0 0.43
3042 2090d1c2-8308-4966-b903-e860b498f4e3.mp4 339171078 923.5 1920 1440 27705 923 30.0 1.0 0.68
3043 4f4e1a08-c4f4-4a38-818b-28fab7dc94a0.mp4 669951223 1731.01 1920 1080 51930 1731 30.0 1.0 0.67
3044 25846511-c63f-48b4-9210-c7f5a0717a48.mp4 139795800 471.13 1440 1080 14133 471 30.0 1.0 0.55
3045 60c0f9fc-0a5b-4a1e-87b2-5ae17ec289a3.mp4 17333567 149.87 1440 1080 4496 149 30.0 1.0 1.03
3046 407216c9-b0f1-4fe1-af09-9405a7657953.mp4 6566798336 3025.57 2560 1920 90767 3025 30.0 1.0 0.62
3047 d680fc86-1484-4f8d-9a5b-90fc4f473aee.mp4 125707009 307.43 1920 1080 9222 307 30.0 1.0 0.33
3048 e6c1a0a5-51f7-49a1-bb09-8839a783c8e6.mp4 350433640 518.19 1920 1440 15545 518 30.0 1.0 0.68
3049 8e1655e6-70dd-4280-943c-5d892867495e.mp4 457324312 701.59 1920 1440 21047 701 30.0 1.0 0.70
3050 abab0e69-f7e4-40c1-aa58-375798df487a.mp4 56005863 137.15 1440 1080 4114 137 30.0 1.0 0.54
3051 51feff6e-012f-473c-8dd9-4e2ea0a0389a.mp4 201961280 2318.0 1440 1080 69540 2318 30.0 1.0 0.56
3052 81cee65a-afe3-4dc2-a31e-3b67b062bf35.mp4 864992110 1724.57 2560 1920 51737 1724 30.0 1.0 0.47
3053 87e5e86f-c37a-4db0-8ea0-8c0fc81ec98d.mp4 465500751 3669.44 1440 1080 110083 3669 30.0 1.0 0.64
3054 7e7787f8-69f8-4161-8278-0e2487273195.mp4 140602258 593.9 2560 1920 17817 593 30.0 1.0 0.43
3055 cf9103c8-f2f9-4a6d-bfe2-5086b2ea8f92.mp4 1104110032 2144.68 1920 1440 64340 2144 30.0 1.0 0.79
3056 2ac8acbc-9ea4-4bed-bbc2-aa53cc5f098a.mp4 1245599853 1964.03 2560 1920 58920 1964 30.0 1.0 0.48
3057 37ae2c5f-0b4a-4037-8afe-c414ea76e0f5.mp4 21939377 91.84 1440 1080 2755 91 30.0 1.0 0.52
3058 dcf38707-e9ab-421b-9a25-5cff64276bfa.mp4 125868169 652.73 1920 1440 19581 652 30.0 1.0 0.35
3059 628f181f-de40-4db8-b56c-f1b62ab6ba8a.mp4 265448316 587.73 1920 1440 17631 587 30.0 1.0 0.68
3060 5af8e5f9-2a28-485c-9604-6f5f9f290c82.mp4 6136961013 4391.01 1440 1080 131730 4391 30.0 1.0 0.85
3061 2089deff-774a-4592-86e9-30b322b3466e.mp4 398425314 594.17 2560 1920 17825 594 30.0 1.0 0.42
3062 7a8926ce-ecb0-40bd-ad61-cc23612234f1.mp4 2051648400 3748.44 1920 1080 112453 3748 30.0 1.0 0.64
3063 ad4f61f0-4c0f-4ce1-bdaa-e57b79250527.mp4 61246350 89.17 1920 1080 2675 89 30.0 1.0 0.33
3064 3d8f5230-0c22-4018-86b0-e6d851b74b11.mp4 935377292 1097.62 1920 1440 32928 1097 30.0 1.0 0.74
3065 7b92d762-13b7-4b53-9ca9-62071f4586b2.mp4 265248508 783.23 1440 1080 23496 783 30.0 1.0 0.59
3066 91f92011-c07d-404f-bb96-7e9135eb9fed.mp4 201642235 536.9 1920 1080 16107 536 30.0 1.0 0.30
3067 20a7d928-dc54-423d-8cfd-c15f29dceba8.mp4 551186004 706.56 1920 1440 21196 706 30.0 1.0 0.79
3068 b80c01b2-d961-4248-a4c3-c7d18fdc4f48.mp4 2123053081 505.07 2560 1920 15152 505 30.0 1.0 0.54
3069 cce71e41-ab89-4fba-a7a4-28c6c0d944d8.mp4 761586043 658.63 2560 1920 19758 658 30.0 1.0 0.48
3070 5ba9b930-68b5-49e8-9b7e-12b3b50bbd95.mp4 335151247 1150.29 1920 1080 34508 1150 30.0 1.0 0.67
3071 5d8ebbea-6371-4be5-b611-751fb49ec294.mp4 1308679203 1943.37 1440 1080 58301 1943 30.0 1.0 0.68
3072 541ecec0-457b-4a2e-bea4-479176617c11.mp4 96996217 1305.6 1440 1080 39168 1305 30.0 1.0 1.08
3073 da8b599a-c7a4-45aa-9a4c-a12af1c6926a.mp4 523028651 1535.14 1920 1080 46054 1535 30.0 1.0 0.63
3074 36cef3c0-3c01-47b4-a154-7a47db52060c.mp4 210571293 735.74 1440 1080 22072 735 30.0 1.0 0.56
3075 0a01978c-e16d-4587-95f1-49efa3ab15d9.mp4 453205406 2236.3 1440 1080 67089 2236 30.0 1.0 0.64
3076 e9befa0d-7287-41c2-abff-ad995d093ac6.mp4 653873491 988.2 1920 1440 29646 988 30.0 1.0 0.36
3077 3f6461e5-e2c4-4eec-8f0a-914a9fb22dff.mp4 487985110 1700.67 1920 1080 51020 1700 30.0 1.0 0.65
3078 a6a111c4-1490-440c-9a66-5cb8595f701b.mp4 1084780914 1501.0 2880 1080 45030 1501 30.0 1.0 0.76
3079 60b0ccb6-49f7-4a44-a70d-bf319217af50.mp4 7467031 11.58 1920 1440 347 11 30.0 1.0 0.64
3080 2131b8e4-79b5-48f7-b092-e4a13ed96749.mp4 179054053 2066.66 1920 1080 61999 2066 30.0 1.0 0.62
3081 9c2fd124-560b-471a-81e7-445585fb307f.mp4 341572447 1519.9 1280 720 45597 1519 30.0 1.0 0.60
3082 3f6f13e8-1d1a-471f-8d4d-2f7025e4a569.mp4 889637 10.57 1440 1080 317 10 30.0 1.0 0.50
3083 99bde096-5553-4aef-bc9e-e8a282df5609.mp4 136993006 297.5 2560 1920 8925 297 30.0 1.0 0.46
3084 4c045fcd-8ba9-4901-96d0-be452f046a9c.mp4 428366840 1890.37 1920 1080 56711 1890 30.0 1.0 0.65
3085 3e6724c8-345a-43e7-ba72-3cd8c41c9ae8.mp4 50642719 103.13 2560 1920 3093 103 30.0 1.0 0.45
3086 2e97a564-3dcd-4af7-9b49-24a19d85d4d2.mp4 394430165 453.6 1920 1080 13608 453 30.0 1.0 0.68
3087 93a99839-411e-4a13-a73a-4de7a22054c8.mp4 190613062 1375.57 1440 1080 41267 1375 30.0 1.0 0.56
3088 f50e4fef-a9bb-4448-a6a3-1d58373d43ff.mp4 1205295725 896.2 1920 1080 26886 896 30.0 1.0 0.34
3089 d3279f4f-eea5-448f-a930-aafac6b668ac.mp4 5508956594 5335.8 1440 1080 160074 5335 30.0 1.0 0.86
3090 433d0fc0-f6e9-46aa-8ec7-a6633cba6932.mp4 381319264 822.1 2560 1920 24663 822 30.0 1.0 0.44
3091 4adf81a9-0e72-4fed-b0d2-bb84246cb7b6.mp4 28019480 294.83 1440 1080 8844 294 30.0 1.0 0.52
3092 40315885-e6f7-4876-a56d-6bcfe57bc929.mp4 234407625 2181.09 1440 1080 65432 2181 30.0 1.0 0.62
3093 c463128d-18cc-44ad-abf6-03ee87534919.mp4 133733142 281.0 1920 1080 8430 281 30.0 1.0 0.33
3094 500cbdc9-e5f6-4be2-bb47-f31c17b0893d.mp4 693752080 2995.88 1440 1080 89876 2995 30.0 1.0 0.63
3095 01d32889-b5c3-4b2f-9a37-f751b7f818d4.mp4 4811756478 1234.23 2560 1920 37026 1234 30.0 1.0 0.54
3096 c27f0b7d-9938-4369-99bc-bb93b777644c.mp4 420096164 708.03 1920 1440 21240 708 30.0 1.0 0.68
3097 37acd39f-9a13-4a50-b318-919da12dc619.mp4 21162009 40.0 1920 1080 1200 40 30.0 1.0 0.73
3098 934d537f-a7f0-42bd-bfd9-71f667a31691.mp4 64470004 98.53 2560 1920 2955 98 30.0 1.0 0.45
3099 b20a9e76-f2f0-4960-8a3b-2136d8550c46.mp4 191174663 681.67 1920 1080 20450 681 30.0 1.0 0.33
3100 07edf89d-4f64-43a8-a574-89d510e6b66f.mp4 1056313620 2107.3 1440 1080 63219 2107 30.0 1.0 0.62
3101 646a1149-6769-4a06-a52f-4969103df700.mp4 86970832 144.24 1440 1080 4327 144 30.0 1.0 0.52
3102 bcb745e1-55a3-41a4-9013-8977a2837737.mp4 380741092 708.03 1920 1440 21240 708 30.0 1.0 0.64
3103 4df83626-35b7-4ae5-b6b2-c45f033bb876.mp4 185325080 2116.16 1440 1080 63484 2116 30.0 1.0 0.58
3104 12bf3659-40c4-4094-a4d3-507ec04bc512.mp4 486314283 1063.03 1920 1440 31890 1063 30.0 1.0 0.71
3105 2a454725-afcf-4c67-ba47-cbf4877bc253.mp4 77230046 511.3 1440 1080 15339 511 30.0 1.0 0.30
3106 83af5740-e2a0-44e2-a504-d24cdedec4cd.mp4 49252477 204.13 1440 1080 6123 204 30.0 1.0 0.31
3107 04994ce8-9d47-44d6-a7b0-42b395e69390.mp4 783565326 1474.57 2560 1440 44237 1474 30.0 1.0 0.45
3108 d7714493-e8ad-4a26-a20b-6a6631741871.mp4 1396015769 418.1 1440 2880 12543 418 30.0 1.0 0.53
3109 94f3b349-00ff-4fb9-8b37-af09ea545457.mp4 524947865 3778.43 1440 1080 113352 3778 30.0 1.0 0.65
3110 6ff52d60-1fc9-4e4a-98a0-f6e490cffa46.mp4 376206236 2269.79 1440 1080 68093 2269 30.0 1.0 0.62
3111 8d5369b6-69b7-406d-8930-c3cde734b171.mp4 583847508 1877.8 1920 1080 56334 1877 30.0 1.0 0.65
3112 9c15ab39-2b2b-4eb1-a93d-4dd3b9711fc6.mp4 461036240 1201.81 1920 1080 36054 1201 30.0 1.0 0.65
3113 bb4c308f-a45c-4a38-8561-400ec8841bea.mp4 543824835 1058.09 1440 1080 31742 1058 30.0 1.0 0.56
3114 9e168f5a-cbbb-4065-850d-2d98bd74b7cf.mp4 2163919539 2367.77 1920 1440 71033 2367 30.0 1.0 0.41
3115 8f693e8a-5ea4-4b0f-93fd-787fe5f481df.mp4 3068035191 1294.8 2560 1920 38844 1294 30.0 1.0 0.59
3116 eec01ded-9bf6-4da4-b61c-ac6a022e8ce4.mp4 335488546 684.32 1920 1440 20529 684 30.0 1.0 0.68
3117 eb905798-9481-478c-bbc4-9fe5231f3706.mp4 246868023 841.13 1440 1080 25233 841 30.0 1.0 0.59
3118 c3c60468-124d-4a37-8d89-a0f0f6d5c034.mp4 511888493 1466.84 1920 1080 44005 1466 30.0 1.0 0.60
3119 f1443808-d8f0-4bd5-aacd-d5902f62ee05.mp4 3427559714 16146.51 1440 1080 484395 16146 30.0 1.0 0.99
3120 6f4b36d7-457b-4bac-a4fd-009f6d6d886d.mp4 21597825 59.0 1440 1080 1770 59 30.0 1.0 0.55
3121 1635447d-f96f-4f1b-8e02-faaebcd8a6d2.mp4 436046629 2046.09 1440 1080 61382 2046 30.0 1.0 0.66
3122 dac13cff-2cb3-46e3-bb29-ef639bc7f414.mp4 229015887 463.1 2560 1920 13893 463 30.0 1.0 0.41
3123 317a3e1a-eb08-492a-9e08-215e3c63ab4b.mp4 200721069 65.0 1920 1440 1950 65 30.0 1.0 0.44
3124 44972586-af4d-471c-aadc-c54924a0ec2e.mp4 41342749 255.73 1440 1080 7671 255 30.0 1.0 0.92
3125 6834426d-9454-4fc9-a538-20d498d18e87.mp4 120418952 164.9 1440 1080 4947 164 30.0 1.0 0.63
3126 466019aa-4c4c-415a-b8b6-a87c0a61fe8f.mp4 1162877998 1235.23 1440 1080 37056 1235 30.0 1.0 0.75
3127 43af4404-8f7f-4cc5-a90f-f0c86b0ba2d1.mp4 1857147863 1551.0 2560 1920 46530 1551 30.0 1.0 0.44
3128 3fb410d6-e5aa-49d3-b184-75ec9651550f.mp4 719118431 4690.5 1440 1080 140715 4690 30.0 1.0 0.31
3129 bade8dea-8629-404b-977d-b84b7c464754.mp4 5691782422 1456.03 2560 1920 43680 1456 30.0 1.0 0.59
3130 8614eb91-b7cd-44e3-a6c2-6ea781fcefef.mp4 1178877540 2116.14 1440 1080 63484 2116 30.0 1.0 0.74
3131 5c000b99-ed7b-4f13-9319-b3c2f1250010.mp4 1057775601 3637.08 1920 1080 109112 3637 30.0 1.0 0.63
3132 8365600b-d45f-43ab-8694-b0862a55cd3d.mp4 2378413764 5421.36 1440 1080 162640 5421 30.0 1.0 0.74
3133 b81f2fe7-dfbb-4559-9da7-c9aabc4d487e.mp4 472209662 1088.77 1920 1080 32663 1088 30.0 1.0 0.36
3134 198a806e-93dd-407f-ad35-b1e20344071d.mp4 1329750402 3292.57 1920 1080 98777 3292 30.0 1.0 0.70
3135 d7a1ae74-9903-46f5-a0fc-4d4ca0c307b6.mp4 1060332276 1326.17 1440 1080 39785 1326 30.0 1.0 0.33
3136 07287862-edf9-45d8-a33b-853943d3aae5.mp4 858774223 3690.27 1440 1080 110708 3690 30.0 1.0 0.68
3137 13b8e95b-2d9d-4a46-aa96-cfb2312b1db3.mp4 315544032 1058.07 1440 1080 31742 1058 30.0 1.0 0.57
3138 b71f48ff-db06-42d4-a49b-b58d7f4ba7e1.mp4 157140960 341.7 1440 1080 10251 341 30.0 1.0 0.29
3139 35e0e637-ea14-40a6-b930-a0d063aef5d4.mp4 54997632 298.56 1440 1080 8956 298 30.0 1.0 0.58
3140 dfa06e1b-6823-4fa0-b7f8-194bac7bc7f3.mp4 195775275 392.68 1920 1440 11780 392 30.0 1.0 0.61
3141 105d3303-8e2d-4c20-96ff-e9a8ff325109.mp4 690405957 1787.04 1920 1440 53611 1787 30.0 1.0 0.72
3142 00dec6a0-dd5f-4024-91cf-a4b7c92d1242.mp4 75735579 199.85 1920 1080 5995 199 30.0 1.0 0.61
3143 656545b0-3fed-4838-8938-5d51ce332dec.mp4 147349303 403.83 2560 1920 12114 403 30.0 1.0 0.44
3144 2c82a8af-88d8-4bc5-bd10-b9b8ebe11a6c.mp4 13259622 73.9 1440 1080 2217 73 30.0 1.0 0.52
3145 9c479b5d-22f5-4fd4-8c42-39f6ead667b2.mp4 1554897406 825.83 2560 1920 24774 825 30.0 1.0 0.52
3146 2f23b607-f2e6-4f58-85d3-004c840bead2.mp4 310838231 2116.14 1440 1080 63484 2116 30.0 1.0 0.59
3147 c40736ec-e68f-43f6-960d-7d8bd467b1c7.mp4 355713557 669.78 1920 1440 20093 669 30.0 1.0 0.63
3148 32fee10e-3298-496b-9be3-4587ae58371c.mp4 3951030136 1974.5 1920 1440 59235 1974 30.0 1.0 0.50
3149 5efa966b-01b6-4bbb-a4b6-702ef89c3a10.mp4 653163555 742.27 1440 1080 22268 742 30.0 1.0 0.67
3150 2c77de23-cd87-4a41-a83c-4bdc0170f45c.mp4 203615042 686.3 1920 1080 20589 686 30.0 1.0 1.51
3151 8383791d-2df9-4bac-89b6-4cc01df5f4d1.mp4 497949303 3116.04 1440 1080 93481 3116 30.0 1.0 0.65
3152 99482472-b8cc-47c9-9f54-e0ff4e42182b.mp4 323845326 2642.53 1440 1080 79275 2642 30.0 1.0 0.63
3153 50d2b98e-b7a3-406d-99e3-acccdb32bea6.mp4 1412061577 818.28 1440 1080 24548 818 30.0 1.0 0.80
3154 cf42f87e-32a4-4858-bdb4-94f1a2a786cb.mp4 158747724 116.59 1920 1440 3497 116 30.0 1.0 0.78
3155 fa765969-21d5-4573-9e27-415a812d4c92.mp4 133578911 315.4 2560 1920 9462 315 30.0 1.0 0.43
3156 8d9e3484-81d3-478f-a056-c2e78d84a6b3.mp4 227554006 449.15 1920 1440 13474 449 30.0 1.0 0.68
3157 779be20a-e02a-4a60-8c4e-fc4a5318a5be.mp4 679310062 2023.03 1440 1080 60690 2023 30.0 1.0 0.65
